Plant_Height (cm),Chlorophyll (SPAD),Number of Flowers,Number of Harvested Fruits,Weight of Harvested Fruits (Kg),Fruit Height (mm),Sap pH,Sap K (ppm),Sap Ca (ppm),Sap Na (ppm),Sap NO3 (ppm),Sap Conductivity (mS/cm),Soil pH Horiba,Soil K Horiba (ppm),Soil Ca Horiba (ppm),Soil Na Horiba (ppm),Soil NO3 Horiba (ppm),Soil Conductivity Horiba (mS/cm),Fruit Diameter (mm),7in1_Ph[pH],7in1_Moisture[%RH],7in1_S_Temperature[C],Air_sensor_Temperature[C],Air_sensor_Humidity[%RH],7in1_Conductivity[mS/cm],Pynamometer_Radiation[W/m2],Nitrogen,Phosphorus,Potassium,Year,Month,Day,Treatment_Num
81.35,48.14999999999999,8.1,0.0,0.0,0.0,5.603,3540.0,212.6,50.65,1062.0,11.459,6.587999999999999,40.2,87.0,6.8,103.05,0.3652,0.0,6.3100000000000005,20.59,27.96,28.940000000000005,53.86999999999999,0.1754,247.3,0.0,1.0,2.0,2024.0,11.0,6.0,7.0
168.6,48.26999999999999,9.7,2.0,0.241,60.5,5.629,3050.0,173.8,38.5,334.5,9.011500000000002,6.537999999999999,9.5,23.55,1.5,14.7,0.1078,55.70409982174688,6.255000000000001,34.81,23.78,24.47,77.74000000000001,0.1041,254.2,0.0,2.0,0.0,2024.0,11.0,6.0,3.0
117.7,60.1,18.0,2.0,0.378,60.9,5.3,2800.0,500.0,45.0,260.0,11.13,5.9,21.0,120.0,9.0,35.0,0.552,70.0280112044818,6.42,36.7,26.3,27.8,54.2,0.028,527.0,0.0,2.0,0.0,2024.0,11.0,6.0,3.0
151.85,55.31,16.6,4.0,0.788,70.7,5.557,3205.0,228.7,53.3,486.4,10.456,5.83,26.2,60.35,4.4,80.5,0.2780999999999999,79.5772854596384,6.741,34.89999999999999,25.15,25.879999999999995,67.08,0.4955,276.3,0.0,2.0,0.0,2024.0,11.0,6.0,3.0
124.1,52.11,9.6,3.0,0.59,70.3,5.67,3230.0,280.0,42.1,1215.1,9.952000000000002,6.145,31.45,73.1,5.6,174.2,0.5115000000000001,74.8026483320601,6.447000000000001,22.530000000000005,28.18,28.380000000000003,54.89000000000001,0.119,444.7,2.0,0.0,2.0,2024.0,11.0,6.0,23.0
175.6,59.5,17.0,3.0,0.518,70.1,5.3,3000.0,660.0,50.0,230.0,12.83,6.2,170.0,210.0,13.0,38.0,1.447,70.0280112044818,6.34,42.9,27.1,28.0,54.5,0.095,133.0,2.0,0.0,2.0,2024.0,11.0,6.0,23.0
163.4,55.17,13.1,6.0,0.799,70.4,5.48,3220.0,238.0,47.4,863.1,10.676,6.165000000000001,52.0,51.4,5.1,46.1,0.3946,66.84491978609626,6.409000000000001,29.48,28.14,28.54,56.5,0.0816,430.4,2.0,0.0,2.0,2024.0,11.0,6.0,23.0
160.6,58.89,18.9,3.0,0.467,60.5,5.406999999999999,3280.0,125.0,51.2,269.5,9.153500000000005,7.166999999999999,6.5,15.5,1.0,15.2,0.0718,66.84491978609626,6.6800000000000015,36.510000000000005,24.79,25.7,66.84,0.1298,244.5,2.0,2.0,0.0,2024.0,11.0,6.0,21.0
134.9,57.5,13.0,3.0,0.549,70.1,5.4,3100.0,79.0,48.0,250.0,10.18,7.1,8.0,14.0,1.0,24.0,0.084,70.0280112044818,6.38,35.7,26.3,26.8,58.7,0.121,678.0,2.0,2.0,0.0,2024.0,11.0,6.0,21.0
149.0,56.7,21.0,4.0,0.601,60.6,5.475,3090.0,105.4,48.8,758.0,9.711000000000002,6.6,12.0,24.0,1.0,49.0,0.131,70.0280112044818,6.36,22.9,25.1,26.6,62.1,0.191,148.0,2.0,2.0,0.0,2024.0,11.0,6.0,21.0
116.85,52.73,14.7,3.0,0.816,70.9,5.671999999999999,3475.0,251.2,63.4,1498.0,11.8845,6.780000000000001,54.45,56.05,8.8,88.8,0.5557,84.3519225872167,6.316,28.52,29.69,31.27,52.53000000000001,0.9816000000000004,700.8,0.0,0.0,2.0,2024.0,11.0,6.0,5.0
152.2,53.6,16.0,0.0,0.0,0.0,5.2,3200.0,320.0,50.0,440.0,11.98,6.8,10.0,1.0,1.0,34.0,0.062,0.0,6.1,39.4,29.1,30.4,50.1,0.132,903.0,0.0,0.0,2.0,2024.0,11.0,6.0,5.0
151.3,54.08,10.9,0.0,0.0,0.0,5.513,3260.0,146.6,44.9,823.1,10.633,6.715999999999999,8.3,11.55,2.0,32.3,0.091,0.0,6.245,27.93,27.8,29.380000000000003,53.42,0.0738,519.3,0.0,0.0,2.0,2024.0,11.0,6.0,5.0
143.55,52.370000000000005,8.8,1.0,0.176,70.4,5.519999999999999,3300.0,501.0,61.8,1279.6,12.438999999999998,6.39,60.55,52.4,7.6,83.0,0.5475999999999999,66.84491978609626,6.439,31.68,26.77,27.17,61.15,0.0844,235.5,2.0,2.0,2.0,2024.0,11.0,6.0,30.0
156.85,61.8,11.0,3.0,0.486,70.3,5.2,3200.0,510.0,59.0,290.0,12.44,6.4,25.0,9.0,2.0,38.0,0.153,73.21110262286733,6.43,38.9,26.7,27.2,58.8,0.018,171.0,2.0,2.0,2.0,2024.0,11.0,6.0,30.0
143.55,55.2,9.4,4.0,0.558,60.5,5.51,3630.0,588.0,63.4,1753.8,12.871,6.501,85.8,98.3,7.1,97.6,0.9265,63.66182836771072,6.438000000000001,32.209999999999994,25.96,27.329999999999995,62.21,0.2408,205.2,2.0,2.0,2.0,2024.0,11.0,6.0,30.0
126.25,58.70000000000001,14.4,2.0,0.427,70.3,5.6850000000000005,3170.0,149.3,48.4,1158.0,8.908,6.578,12.8,29.4,2.05,35.0,0.1767999999999999,74.8026483320601,6.349,35.2,24.8,25.71,67.6,0.1125,237.5,2.0,1.0,0.0,2024.0,11.0,6.0,20.0
167.9,54.0,17.0,2.0,0.3,60.8,5.5,3300.0,100.0,53.0,900.0,10.35,6.4,42.0,21.0,2.0,37.0,0.257,65.25337407690348,6.33,34.8,25.9,27.6,64.8,0.034,438.0,2.0,1.0,0.0,2024.0,11.0,6.0,20.0
155.15,59.92,20.3,2.0,0.255,60.3,5.7125,3160.0,155.3,49.85,300.1,9.023,6.758,11.75,20.95,1.75,34.6,0.0870999999999999,63.66182836771072,6.3950000000000005,31.97000000000001,23.65,24.31,75.0,0.1165,240.1,2.0,1.0,0.0,2024.0,11.0,6.0,20.0
153.1,57.65,9.1,3.0,0.483,70.4,5.710000000000001,3340.0,113.8,43.4,1636.0,10.700500000000002,6.436,18.55,24.2,2.8,21.4,0.1687,66.84491978609626,6.4670000000000005,26.390000000000004,28.840000000000003,29.07,53.2,0.1639999999999999,488.7,1.0,2.0,2.0,2024.0,11.0,6.0,18.0
156.3,63.9,15.0,5.0,0.811,70.3,5.2,2900.0,540.0,62.0,330.0,12.42,6.6,33.0,10.0,2.0,22.0,0.18,74.8026483320601,6.28,34.5,27.9,29.0,59.1,0.048,761.0,1.0,2.0,2.0,2024.0,11.0,6.0,18.0
117.2,60.19,8.0,4.0,0.594,60.6,5.780000000000001,3200.0,348.8,55.6,399.4,9.907,6.686,19.15,14.6,2.4,17.7,0.1196999999999999,66.84491978609626,6.199000000000001,42.67,28.370000000000005,29.79,53.8,0.0936,636.3,1.0,2.0,2.0,2024.0,11.0,6.0,18.0
142.25,53.67,14.5,0.0,0.0,0.0,5.795999999999999,3500.0,156.3,42.5,2780.0,10.272,6.94,67.1,61.6,14.0,109.6,0.6898,0.0,6.361,26.190000000000005,26.290000000000003,27.630000000000003,63.88,0.2842,289.6,1.0,1.0,1.0,2024.0,11.0,6.0,29.0
138.5,54.5,12.0,3.0,0.321,60.6,5.3,3200.0,350.0,63.0,410.0,10.56,6.8,18.0,7.0,1.0,27.0,0.104,62.070282658517954,6.51,32.4,28.3,29.1,55.4,0.024,783.0,1.0,1.0,1.0,2024.0,11.0,6.0,29.0
180.1,53.620000000000005,22.8,2.0,0.242,60.8,5.65,3560.0,286.4,60.5,708.6,11.329,6.890000000000001,12.5,24.1,2.7,17.45,0.1026,57.29564553093965,6.346,36.52,25.840000000000003,25.56,64.88000000000001,0.1544,211.5,1.0,1.0,1.0,2024.0,11.0,6.0,29.0
195.0,56.48,18.8,4.0,0.739,70.5,5.609999999999999,3500.0,206.5,48.8,683.0,10.913,6.4,38.8,37.4,3.2,38.9,0.3281,70.0280112044818,6.453,26.18,24.43,25.36,70.74,0.056,398.3,2.0,1.0,2.0,2024.0,11.0,6.0,25.0
131.45,52.5,9.0,4.0,0.475,70.3,5.2,3000.0,430.0,61.0,230.0,9.97,6.4,63.0,29.0,4.0,41.0,0.362,68.43646549528903,6.29,26.3,28.7,29.3,53.4,0.073,599.0,2.0,1.0,2.0,2024.0,11.0,6.0,25.0
151.4,57.220000000000006,8.8,1.0,0.065,40.9,5.6985,3335.0,112.9,43.4,294.0,8.346,6.249999999999999,20.5,29.65,2.5,10.9,0.1251999999999999,50.92946269416858,6.359000000000001,27.590000000000003,24.230000000000004,24.79,73.88,0.0989,257.7,2.0,1.0,2.0,2024.0,11.0,6.0,25.0
180.8,54.39,22.8,5.0,0.699,70.5,5.413,3140.0,274.5,48.65,443.0,9.836,6.709999999999999,14.8,10.55,1.9,27.9,0.1326999999999999,70.0280112044818,6.410000000000001,36.9,24.4,25.47,62.95,0.136,225.3,2.0,0.0,0.0,2024.0,11.0,6.0,19.0
110.4,54.8,16.0,6.0,1.017,60.3,5.3,3000.0,510.0,59.0,190.0,11.47,6.3,9.0,9.0,1.0,20.0,0.077,70.0280112044818,6.29,32.4,29.5,29.2,54.4,0.063,702.0,2.0,0.0,0.0,2024.0,11.0,6.0,19.0
133.2,48.71,15.0,2.0,0.3,60.9,5.5600000000000005,3125.0,180.6,49.85,651.0,9.572,6.8,7.9,13.7,1.3,17.2,0.1095,66.84491978609626,6.3420000000000005,33.35,27.920000000000005,26.86,59.46999999999999,0.1926999999999999,258.5,2.0,0.0,0.0,2024.0,11.0,6.0,19.0
169.5,54.58999999999999,22.0,5.0,0.724,60.9,5.438,3260.0,140.5,44.2,919.2,9.717000000000002,6.636,5.1,32.9,1.7,13.1,0.0896,70.0280112044818,6.778999999999999,31.77,24.23,25.39,64.69000000000001,0.1437999999999999,257.0,0.0,1.0,0.0,2024.0,11.0,6.0,2.0
121.3,58.5,25.0,3.0,0.29,50.6,5.2,2700.0,530.0,58.0,190.0,10.49,6.7,4.0,5.0,1.0,32.0,0.045,65.25337407690348,6.43,38.4,28.3,29.2,51.2,0.022,732.0,0.0,1.0,0.0,2024.0,11.0,6.0,2.0
136.7,54.69,22.9,5.0,0.709,60.7,5.408,3240.0,252.9,53.0,545.0,10.299,6.785999999999999,7.1,25.7,2.0,14.7,0.0876,66.84491978609626,6.492,34.26,24.2,25.23,69.42999999999999,0.1212,328.5,0.0,1.0,0.0,2024.0,11.0,6.0,2.0
154.15,52.16,20.2,3.0,0.325,50.8,5.567,3505.0,292.5,47.0,1002.0,11.1585,6.535000000000001,18.8,8.7,2.4,42.4,0.1011,63.66182836771072,6.363,28.84,25.43,25.82,66.81,0.1072999999999999,436.8,0.0,1.0,1.0,2024.0,11.0,6.0,6.0
123.35,51.7,20.0,4.0,0.492,60.6,5.3,3500.0,520.0,56.0,500.0,11.9,6.6,15.0,4.0,2.0,42.0,0.085,66.84491978609626,6.37,35.9,27.5,28.5,61.1,0.047,757.0,0.0,1.0,1.0,2024.0,11.0,6.0,6.0
182.5,53.6,24.6,3.0,0.385,60.7,5.6,3405.0,205.8,57.3,483.0,10.724,6.360000000000001,8.2,12.1,1.8,22.6,0.0751,66.84491978609626,6.343999999999999,37.1,23.62,24.37,76.4,0.0756,301.9,0.0,1.0,1.0,2024.0,11.0,6.0,6.0
159.4,53.55,22.8,4.0,0.813,80.2,5.4135,3740.0,296.5,47.2,435.0,10.633500000000002,6.850999999999999,68.25,37.6,2.9,83.85,0.6003000000000001,71.61955691367456,7.109999999999999,34.8,24.5,25.36,66.23,0.1595,235.1,1.0,2.0,1.0,2024.0,11.0,6.0,17.0
142.9,65.0,13.0,1.0,0.177,60.7,5.1,3500.0,520.0,57.0,390.0,12.04,6.6,29.0,7.0,2.0,64.0,0.142,70.0280112044818,6.37,35.6,26.3,27.3,63.5,0.026,155.0,1.0,2.0,1.0,2024.0,11.0,6.0,17.0
82.7,49.49,19.3,8.0,1.416,70.2,5.6435,3690.0,250.2,44.0,1844.0,10.857,7.047,285.3999999999951,87.8,15.5,100.2,0.9047999999999998,77.98573975044563,7.477000000000001,37.04,27.0,28.360000000000003,58.89,0.4309,345.6,1.0,2.0,1.0,2024.0,11.0,6.0,17.0
198.4,49.31999999999999,9.0,2.0,0.377,70.2,5.75,3370.0,190.0,43.0,1125.0,9.339000000000002,6.7,17.85,37.85,3.4,21.9,0.2512999999999999,66.84491978609626,6.916,36.71,24.14,24.68,70.61000000000001,0.1525,316.6,1.0,1.0,0.0,2024.0,11.0,6.0,11.0
145.3,56.7,25.0,5.0,1.01,70.6,5.2,3100.0,520.0,53.0,330.0,11.35,5.8,38.0,66.0,4.0,110.0,0.369,70.0280112044818,6.57,35.8,28.7,30.4,53.1,0.066,671.0,1.0,1.0,0.0,2024.0,11.0,6.0,11.0
209.2,52.63,21.7,0.0,0.0,0.0,5.678,3330.0,274.0,44.3,921.0,10.303,6.754,36.0,81.85,7.4,55.0,0.4021,0.0,6.599000000000001,35.36000000000001,24.26,24.53,70.99000000000001,0.1186,194.9,1.0,1.0,0.0,2024.0,11.0,6.0,11.0
136.1,56.540000000000006,17.8,3.0,0.864,70.8,5.515000000000001,3220.0,377.0,47.35,1069.0,10.812,6.806,14.2,36.5,3.4,36.3,0.1573,66.84491978609626,6.470000000000001,24.87,24.79,25.92,67.53,0.1309,203.8,0.0,2.0,1.0,2024.0,11.0,6.0,8.0
124.8,66.8,21.0,1.0,0.201,70.3,5.1,2400.0,670.0,50.0,330.0,10.54,6.0,180.0,79.0,8.0,170.0,0.975,73.21110262286733,6.37,24.0,27.5,29.5,52.4,0.267,611.0,0.0,2.0,1.0,2024.0,11.0,6.0,8.0
113.0,56.63000000000001,21.2,6.0,0.924,70.4,5.4750000000000005,3060.0,422.0,47.05,817.0,10.941,6.642,17.65,36.5,3.15,21.0,0.145,68.43646549528903,6.462999999999999,28.03,25.43,25.879999999999995,66.16,0.1999,264.5,0.0,2.0,1.0,2024.0,11.0,6.0,8.0
171.2,55.23,15.4,3.0,0.654,70.5,5.6075,3275.0,120.3,47.0,1394.0,10.886500000000002,6.9510000000000005,44.45,39.7,7.567,126.43,0.3937,73.21110262286733,6.431,29.91,26.279999999999998,26.48,66.32000000000001,0.1351,443.0,0.0,2.0,2.0,2024.0,11.0,6.0,9.0
131.9,52.84,13.2,5.0,0.696,60.5,5.670000000000001,3020.0,307.0,48.4,1053.0,10.52,6.882000000000001,17.45,86.3,6.3,36.9,0.1956,63.66182836771072,6.47,41.8,28.3,29.6,53.8,0.121,746.0,0.0,2.0,2.0,2024.0,11.0,6.0,9.0
185.65,57.48999999999999,18.2,2.0,0.628,60.8,5.617500000000001,3100.0,124.2,47.6,764.0,10.654,7.220000000000001,11.3,12.9,1.5,29.6,0.0742,62.070282658517954,6.676,31.18,23.84,25.83,67.45,0.0876999999999999,258.7,0.0,2.0,2.0,2024.0,11.0,6.0,9.0
73.5,54.970000000000006,13.5,4.0,0.671,70.7,5.69,3870.0,280.1,73.9,850.3,10.9385,6.13,70.8,64.5,6.0,90.133,0.5565,66.84491978609626,6.464,24.66,26.47,26.67,63.04,0.196,543.8,1.0,0.0,1.0,2024.0,11.0,6.0,13.0
110.65,58.45,10.0,5.0,0.551,60.9,5.7025,3570.0,219.8,73.1,807.3,11.08,6.62,68.4,99.6,6.95,69.133,0.5377,60.47873694932519,6.43,35.3,28.7,29.3,59.0,0.193,497.0,1.0,0.0,1.0,2024.0,11.0,6.0,13.0
79.1,60.27,14.3,3.0,0.538,70.4,5.7225,3870.0,245.6,67.9,775.3,10.693,6.09,77.9,70.0,7.4,23.2,0.5969,76.39419404125286,7.005,17.46,26.43,27.059999999999995,63.04,0.2659,467.2,1.0,0.0,1.0,2024.0,11.0,6.0,13.0
87.25,47.07000000000001,17.6,4.0,0.804,70.3,5.567,3730.0,207.6,51.45,884.0,12.3515,7.2,18.1,34.4,3.05,36.0,0.1417,76.39419404125286,6.442,32.07,26.68,26.55,66.47,0.1733999999999999,311.0,2.0,2.0,1.0,2024.0,11.0,6.0,26.0
74.1,45.28000000000001,13.9,5.0,1.139,70.7,5.5920000000000005,3655.0,531.0,72.4,736.4,12.28,7.138,68.0,66.55,25.2,85.2,0.4276,77.98573975044563,6.3,32.2,28.7,29.2,53.0,0.588,575.0,2.0,2.0,1.0,2024.0,11.0,6.0,26.0
177.9,57.0,17.9,1.0,0.145,60.6,5.655,3615.0,148.3,54.0,718.0,10.889,7.052,5.1,8.0,2.4,11.8,0.0447,63.66182836771072,6.803,35.370000000000005,23.82,24.79,73.01,0.2752,233.3,2.0,2.0,1.0,2024.0,11.0,6.0,26.0
197.6,60.42,24.4,5.0,0.748,70.9,5.552,3490.0,137.2,46.6,1005.0,10.282999999999998,6.928,26.933,25.5,4.0,21.3,0.2127999999999999,71.61955691367456,6.603999999999999,17.490000000000002,24.790000000000003,25.65,66.59,0.1599,289.9,1.0,1.0,2.0,2024.0,11.0,6.0,16.0
147.4,57.20000000000001,17.4,7.0,1.447,70.5,5.5600000000000005,3490.0,162.15,49.35,1802.9,10.742,6.869,17.433,27.0,3.4,18.7,0.1873999999999999,77.98573975044563,6.56,25.7,28.7,29.6,53.8,0.134,679.0,1.0,1.0,2.0,2024.0,11.0,6.0,16.0
178.0,61.1,24.4,7.0,1.277,70.5,5.542,3550.0,148.3,50.1,895.9,10.767,6.875,26.933,24.2,4.1,20.8,0.2136999999999999,76.39419404125286,6.603999999999999,17.490000000000002,24.76,25.54,66.59,0.1599,280.2,1.0,1.0,2.0,2024.0,11.0,6.0,16.0
156.5,58.08999999999999,13.4,6.0,1.04,80.3,5.642,2985.0,357.0,38.8,962.9,9.772,6.039999999999999,8.7,78.7,9.1,37.8,0.4758000000000001,77.98573975044563,7.427,36.57,26.07,28.059999999999995,61.17999999999999,0.0396,389.5,1.0,0.0,0.0,2024.0,11.0,6.0,10.0
121.6,50.49,9.2,4.0,0.425,60.4,5.743,2975.0,530.05,36.4,1051.0,9.931,6.622000000000002,9.8,162.3,13.0,52.1,0.6329,62.070282658517954,6.4,31.8,27.5,29.7,53.6,0.04,566.0,1.0,0.0,0.0,2024.0,11.0,6.0,10.0
152.5,55.83,12.6,5.0,0.922,80.2,5.712,2935.0,303.0,38.5,839.0,9.215,6.24,12.9,100.7,9.6,34.6,0.411,0.0763941940412528,7.642,25.840000000000003,26.31,27.77,60.73,0.0341,411.9,1.0,0.0,0.0,2024.0,11.0,6.0,10.0
124.4,53.10999999999999,15.9,3.0,0.602,70.7,5.494000000000001,3440.0,334.7,45.7,1156.0,11.232,6.693,41.9,68.3,6.2,27.4,0.366,76.39419404125286,6.42,31.15,26.72,27.590000000000003,61.18000000000001,0.1089,605.1,2.0,0.0,1.0,2024.0,11.0,6.0,22.0
88.5,48.190000000000005,14.8,6.0,1.093,70.8,5.710000000000001,3500.0,375.0,43.4,1483.0,11.737000000000002,6.73,38.2,39.56666666666667,2.8,54.6,0.3309,82.76037687802393,6.46,32.9,29.5,30.0,53.3,0.063,659.0,2.0,0.0,1.0,2024.0,11.0,6.0,22.0
156.5,57.77,17.8,4.0,0.547,70.8,5.539,3180.0,338.7,45.0,708.0,11.1155,6.783000000000001,41.0,58.55,4.2,24.7,0.3434,68.43646549528903,6.389999999999999,29.98,26.42,26.87,66.35999999999999,0.0994,239.8,2.0,0.0,1.0,2024.0,11.0,6.0,22.0
105.4,50.32,17.9,2.0,0.33,60.7,5.586500000000001,3390.0,342.7,46.3,334.8,10.091,6.539999999999999,12.1,6.3,2.3,23.1,0.0942,70.0280112044818,6.335,29.96,26.840000000000003,26.360000000000003,64.86,0.1143999999999999,335.8,1.0,2.0,0.0,2024.0,11.0,6.0,12.0
155.5,53.290000000000006,17.6,2.0,0.231,60.7,5.6765,3270.0,344.7,45.5,693.0,10.17,6.8180000000000005,20.2,52.2,2.9,36.0,0.1919,62.070282658517954,6.5,35.8,27.9,30.4,50.1,0.185,637.0,1.0,2.0,0.0,2024.0,11.0,6.0,12.0
199.6,56.750000000000014,15.3,0.0,0.0,0.0,5.582999999999999,3300.0,322.9,42.9,878.0,9.707999999999998,6.608,25.6,30.5,3.7,20.5,0.1357,0.0,6.404000000000001,28.23,25.200000000000003,26.15,66.63,0.1497,299.7,1.0,2.0,0.0,2024.0,11.0,6.0,12.0
202.0,54.52,22.8,0.0,0.0,0.0,5.679,3140.0,152.2,46.1,413.9,9.596,6.890000000000001,15.0,33.0,3.1,12.6,0.1596,0.0,6.75,30.66,25.98,26.58,62.65999999999999,0.1924,271.7,0.0,0.0,0.0,2024.0,11.0,6.0,28.0
68.75,51.470000000000006,9.1,9.0,0.94,70.2,5.878000000000001,2740.0,533.7,34.8,640.9,10.996,6.642999999999999,40.4,75.8,6.15,178.6,0.5948,70.0280112044818,6.49,32.5,27.9,31.0,51.0,0.056,809.0,0.0,0.0,0.0,2024.0,11.0,6.0,28.0
111.45,54.34000000000001,11.3,2.0,0.257,70.0,5.800000000000001,2990.0,168.2,34.0,509.9,9.055,6.726999999999999,17.6,37.0,2.9,19.9,0.1653,62.070282658517954,6.937,36.83,28.42,29.840000000000003,54.77,0.0838,602.3,0.0,0.0,0.0,2024.0,11.0,6.0,28.0
157.7,57.4,25.4,5.0,0.951,70.8,5.509,3240.0,178.9,46.25,256.4,11.813999999999998,7.286,38.7,40.1,3.0,41.05,0.2373,74.8026483320601,6.438,32.03,24.59,25.41,67.19000000000001,0.0626,188.4,0.0,0.0,0.0,2024.0,11.0,6.0,1.0
157.1,53.24,19.6,6.0,0.762,60.2,5.6045,3320.0,192.3,50.05,497.7,10.382,6.622,31.1,41.9,4.95,67.85,0.2412,60.47873694932519,6.47,30.4,28.7,31.3,50.5,0.133,630.0,0.0,0.0,0.0,2024.0,11.0,6.0,1.0
161.7,53.89000000000001,16.8,3.0,0.486,60.7,5.5920000000000005,3300.0,166.9,50.45,397.4,10.695,6.786000000000001,28.4,27.1,2.8,35.6,0.2022,65.25337407690348,6.458000000000001,30.81,26.579999999999995,27.45,62.89,0.1485,306.9,0.0,0.0,0.0,2024.0,11.0,6.0,1.0
91.9,48.940000000000005,20.2,9.0,1.618,70.8,5.716,3440.0,216.0,48.7,942.0,11.213,7.229999999999999,13.0,27.9,1.7,17.6,0.1294,76.39419404125286,6.471000000000001,28.8,24.08,24.809999999999995,69.86,0.2327,169.4,1.0,0.0,2.0,2024.0,11.0,6.0,14.0
114.8,55.05999999999999,16.6,1.0,0.2,70.7,5.783499999999999,3590.0,94.4,47.6,906.0,10.1355,6.555999999999999,78.75,84.25,6.45,90.05,0.5822999999999999,70.0280112044818,6.49,36.0,29.5,31.3,46.9,0.254,900.0,1.0,0.0,2.0,2024.0,11.0,6.0,14.0
146.5,53.14,12.5,5.0,0.646,60.5,5.722,3410.0,151.2,45.0,480.2,10.578,7.2,14.5,25.4,2.0,14.6,0.1411,60.47873694932519,6.510999999999998,34.3,23.95,24.65,72.77000000000001,0.0964999999999999,216.8,1.0,0.0,2.0,2024.0,11.0,6.0,14.0
98.4,51.14000000000001,12.9,5.0,1.002,70.5,5.922,3500.0,255.2,63.5,1386.0,12.019000000000002,6.590000000000001,62.5,54.75,8.6,120.6,0.6645000000000001,77.98573975044563,6.83,28.52,29.65,31.319999999999997,54.3,0.9816000000000004,702.2,0.0,0.0,2.0,2024.0,11.0,6.0,5.0
128.4,54.74,13.6,4.0,0.676,70.2,5.502000000000001,3415.0,180.2,53.9,705.1,11.065,6.372999999999999,32.55,43.65,7.3,37.4,0.2229,68.43646549528903,6.39,28.7,28.7,31.4,48.6,0.034,888.0,0.0,0.0,2.0,2024.0,11.0,6.0,5.0
116.85,52.17,14.7,3.0,0.447,70.6,5.682,3415.0,259.5,50.1,1425.0,11.729,6.7,49.25,56.15,8.6,118.0,0.6275000000000001,70.0280112044818,6.327,24.630000000000003,29.73,31.21,53.06000000000002,0.9816000000000004,698.0,0.0,0.0,2.0,2024.0,11.0,6.0,5.0
143.55,55.2,9.4,6.0,0.972,60.7,5.51,3630.0,571.0,61.4,1753.8,12.701999999999998,6.401000000000001,72.45,94.0,7.1,99.4,0.7358,60.47873694932519,6.417999999999999,31.26,25.96,27.499999999999996,61.05,0.1851999999999999,221.4,2.0,2.0,2.0,2024.0,11.0,6.0,30.0
119.95,52.88,4.9,2.0,0.29,60.7,5.73,3480.0,502.0,57.2,1439.6,12.639,6.150999999999999,60.55,59.4,7.7,106.5,0.7453,66.84491978609626,6.43,31.2,28.7,31.3,49.9,0.049,693.0,2.0,2.0,2.0,2024.0,11.0,6.0,30.0
67.45,48.99,7.4,3.0,0.262,50.9,5.804,3570.0,183.0,43.0,1748.0,11.102,6.342999999999999,73.1,98.2,10.75,99.8,0.7886,55.70409982174688,6.401999999999999,24.54,27.029999999999998,27.649999999999995,61.42,0.1268,425.4,2.0,2.0,2.0,2024.0,11.0,6.0,30.0
176.7,54.21,14.4,4.0,0.354,50.9,5.598,3075.0,211.2,40.3,409.5,10.0185,6.558999999999999,12.0,38.75,1.6,21.9,0.1352999999999999,54.11255411255412,6.354000000000001,36.82000000000001,23.9,24.610000000000003,74.36000000000001,0.1172,196.9,0.0,2.0,0.0,2024.0,11.0,6.0,3.0
110.55,48.13,8.5,7.0,0.929,60.7,5.609,3075.0,170.7,53.7,622.4,9.923,6.2,29.3,56.9,5.0,81.85,0.3669,70.0280112044818,6.48,34.9,27.7,30.7,51.3,0.048,738.0,0.0,2.0,0.0,2024.0,11.0,6.0,3.0
177.9,54.06,18.0,6.0,0.631,60.1,5.518,3280.0,244.8,57.6,320.9,9.8995,6.492,13.2,28.0,2.3,16.5,0.1357,60.47873694932519,6.359000000000001,32.71,23.91,24.47,74.63,0.159,193.2,0.0,2.0,0.0,2024.0,11.0,6.0,3.0
72.45,51.11,9.1,6.0,1.284,70.1,5.593,3945.0,249.7,58.9,1171.0,12.097,6.587000000000001,36.8,118.8,11.0,102.1,0.5661,71.61955691367456,6.403999999999999,22.07,27.96,30.53,50.42,0.1545,662.0,0.0,1.0,2.0,2024.0,11.0,6.0,7.0
77.3,49.95,9.4,4.0,0.57,50.9,5.3845,3400.0,475.5,51.0,481.0,11.318,6.4990000000000006,24.8,39.0,2.8,33.4,0.1591,62.070282658517954,6.39,42.3,27.9,30.4,50.7,0.131,575.0,0.0,1.0,2.0,2024.0,11.0,6.0,7.0
143.0,52.13,17.2,3.0,0.38,60.4,5.277,3220.0,425.7,49.55,368.0,11.052,6.508999999999999,25.2,12.2,2.4,24.2,0.1306999999999999,60.47873694932519,6.470999999999999,33.220000000000006,23.68,23.85,78.06,0.1506,216.1,0.0,1.0,2.0,2024.0,11.0,6.0,7.0
179.2,56.71999999999999,21.4,7.0,1.138,70.3,5.456999999999999,3280.0,135.1,43.0,202.0,8.542000000000002,6.99,6.7,18.6,1.3,7.15,0.0749,68.43646549528903,7.083,34.4,25.25,25.74,66.35,0.0798,250.7,2.0,2.0,0.0,2024.0,11.0,6.0,21.0
117.1,52.45,12.7,2.0,0.296,60.8,5.557999999999999,3250.0,105.4,43.8,440.0,9.68,6.43,17.45,66.05,5.25,33.0,0.3373,66.84491978609626,6.58,30.8,30.7,30.2,50.3,0.051,742.0,2.0,2.0,0.0,2024.0,11.0,6.0,21.0
