Fecha,Planta,Tratamiento,Altura planta (cm),Diametro tallo (mm),Clorofila (SPAD),Numero flores ,Numero frutos,Numero frutos cosechados ,Peso frutos cosechados (Kg),Perímetro (mm),Tamanno altura (mm),Frutos de 2da,pH_savia,K_savia (ppm),Ca_savia (ppm),Na_savia (ppm),NO3_savia (ppm),Conductividad_savia (mS/cm),Fosforo_savia (ppm),pH_suelo_Horiba,K_suelo_Horiba (ppm),Ca_suelo_Horiba (ppm),Na_suelo_Horiba (ppm),NO3_suelo_Horiba (ppm),Conductividad_suelo_Horiba (mS/cm),Fosforo_suelo_Hanna (ppm),Tamanno cintura (mm),7in1_Nitrogen[mg/kg],7in1_Phosphorus[mg/kg],7in1_Potasium[mg/kg],7in1_Ph[pH],7in1_Moisture[%RH],7in1_S_Temperature[C],7in1_Conductivity[uS/cm],Pynamometer_Radiation[W/m^2],Air_sensor_Temperature[C],Air_sensor_Humidity[%RH],RGB_capture,Tapo_capture,Parrot_capture,Tratamiento iniciado,7in1_Conductivity[mS/cm],Pynamometer_Radiation[W/m2],Cultivo,Laboratorio,Posicion_x,Posicion_y,x,y
2024-10-09,5,T24_N2P1K1,,,,,,4.0,0.571,180.0,60.9,0.0,,,,,,,,,,,,,,,57.29564553093965,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.7,0.0,3.7,0.0
2024-10-09,6,T24_N2P1K1,217.0,,63.6,24.0,3.0,2.0,0.214,180.0,70.0,0.0,5.5,3800.0,46.0,44.0,910.0,10.91,,6.8,41.0,8.0,2.0,15.0,0.179,,57.29564553093965,2.0,3.0,7,6.66,28.3,22.0,35.0,60.1,23.3,82.9,1.0,1.0,5.0,Si,0.035,601.0,Tomatoes,Quindio,4.2,0.0,4.2,0.0
2024-10-09,7,T4_N0P0K1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.4,0.0,5.4,0.0
2024-10-09,8,T4_N0P0K1,,,,,,1.0,0.152,187.0,70.3,0.0,,,,,,,,,,,,,,,59.523809523809526,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.9,0.0,5.9,0.0
2024-10-09,9,T4_N0P0K1,205.0,,58.2,20.0,3.0,1.0,0.152,187.0,70.9,0.0,5.5,3500.0,66.0,49.0,1200.0,11.47,,7.4,50.0,9.0,2.0,14.0,0.192,,59.523809523809526,3.0,5.0,10,6.61,25.5,22.8,55.0,65.9,24.2,74.5,1.0,1.0,5.0,Si,0.055,659.0,Tomatoes,Quindio,6.4,0.0,6.4,0.0
2024-10-09,10,T15_N1P1K1,,,,,,3.0,0.261,189.0,60.5,0.0,,,,,,,,,,,,,,,60.160427807486634,,,,,,,,,,,,,,,,,Tomate ,Quindío,7.6,0.0,7.6,0.0
2024-10-09,11,T15_N1P1K1,,,,,,3.0,0.446,215.0,60.7,0.0,,,,,,,,,,,,,,,68.43646549528903,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.1,0.0,8.1,0.0
2024-10-09,12,T15_N1P1K1,211.0,,63.8,22.0,4.0,2.0,0.392,230.0,70.5,0.0,5.6,3300.0,39.0,36.0,1700.0,9.09,,7.2,25.0,15.0,2.0,14.0,0.139,,73.21110262286733,7.0,10.0,21,6.76,29.0,23.2,112.0,36.5,24.5,71.4,1.0,1.0,5.0,Si,0.112,365.0,Tomatoes,Quindio,8.6,0.0,8.6,0.0
2024-10-09,13,T9_N0P2K2,208.0,,54.2,18.0,5.0,2.0,0.355,210.0,70.0,0.0,5.7,3500.0,64.0,47.0,1700.0,9.94,,7.2,29.0,8.0,2.0,12.0,0.123,,66.84491978609626,3.0,4.0,9,6.53,30.0,24.0,48.0,55.9,26.1,66.6,1.0,1.0,5.0,Si,0.048,559.0,Tomatoes,Quindio,8.6,1.2,8.6,1.2
2024-10-09,14,T9_N0P2K2,,,,,,3.0,0.443,210.0,70.6,0.0,,,,,,,,,,,,,,,66.84491978609626,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.1,1.2,8.1,1.2
2024-10-09,15,T9_N0P2K2,,,,,,2.0,0.387,230.0,60.7,0.0,,,,,,,,,,,,,,,73.21110262286733,,,,,,,,,,,,,,,,,Tomate ,Quindío,7.6,1.2,7.6,1.2
2024-10-09,16,T13_N1P0K1,213.0,,53.9,26.0,6.0,0.0,0.0,0.0,0.0,0.0,5.4,3400.0,300.0,45.0,700.0,10.2,,6.9,83.0,200.0,17.0,58.0,0.959,,0.0,7.0,11.0,22,6.61,17.4,25.2,111.0,51.3,26.1,67.7,1.0,1.0,5.0,Si,0.111,513.0,Tomatoes,Quindio,6.4,1.2,6.4,1.2
2024-10-09,17,T13_N1P0K1,,,,,,4.0,0.634,190.0,70.0,0.0,,,,,,,,,,,,,,,60.47873694932519,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.9,1.2,5.9,1.2
2024-10-09,18,T13_N1P0K1,,,,,,3.0,0.263,172.0,70.2,0.0,,,,,,,,,,,,,,,54.749172396231224,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.4,1.2,5.4,1.2
2024-10-09,19,T22_N2P0K1,260.0,,66.6,27.0,8.0,1.0,0.153,202.0,60.4,0.0,5.4,3600.0,320.0,58.0,1700.0,12.35,,7.9,62.0,19.0,3.0,18.0,0.256,,64.29844665138783,7.0,10.0,20,6.77,21.4,25.6,105.0,54.1,26.2,64.8,1.0,1.0,5.0,Si,0.105,541.0,Tomatoes,Quindio,4.2,1.2,4.2,1.2
2024-10-09,20,T22_N2P0K1,,,,,,3.0,0.515,212.0,70.4,0.0,,,,,,,,,,,,,,,67.48153806977336,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.7,1.2,3.7,1.2
2024-10-09,21,T22_N2P0K1,,,,,,4.0,0.461,190.0,70.7,0.0,,,,,,,,,,,,,,,60.47873694932519,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.2,1.2,3.2,1.2
2024-10-09,22,T10_N1P0K0,220.0,,64.6,33.0,6.0,0.0,0.0,0.0,0.0,0.0,5.4,3900.0,110.0,42.0,1000.0,11.83,,7.5,51.0,15.0,3.0,21.0,0.245,,0.0,2.0,3.0,6,6.76,20.3,25.2,32.0,43.4,26.5,65.3,1.0,1.0,5.0,Si,0.032,434.0,Tomatoes,Quindio,2.0,1.2,2.0,1.2
2024-10-09,23,T10_N1P0K0,,,,,,1.0,0.183,185.0,70.3,0.0,,,,,,,,,,,,,,,58.88719124013242,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.5,1.2,1.5,1.2
2024-10-09,24,T10_N1P0K0,,,,,,2.0,0.184,182.0,50.8,0.0,,,,,,,,,,,,,,,57.93226381461675,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.0,1.2,1.0,1.2
2024-10-09,25,T28_BIO-N0P0K0,,,,,,2.0,0.497,247.0,80.0,0.0,,,,,,,,,,,,,,,78.62235803412274,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.0,2.4,1.0,2.4
2024-10-09,26,T28_BIO-N0P0K0,,,,,,2.0,0.464,245.0,70.7,0.0,,,,,,,,,,,,,,,77.98573975044563,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.5,2.4,1.5,2.4
2024-10-09,27,T28_BIO-N0P0K0,240.0,,55.1,26.0,6.0,0.0,0.0,0.0,0.0,0.0,5.4,3400.0,180.0,38.0,200.0,10.37,,7.4,31.0,34.0,5.0,12.0,0.219,,0.0,4.0,6.0,13,6.78,27.3,25.2,68.0,43.8,26.3,63.4,1.0,1.0,5.0,Si,0.068,438.0,Tomatoes,Quindio,2.0,2.4,2.0,2.4
2024-10-09,28,T12_N1P2K0,,,,,,3.0,0.31,187.0,60.5,0.0,,,,,,,,,,,,,,,59.523809523809526,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.2,2.4,3.2,2.4
2024-10-09,29,T12_N1P2K0,,,,,,2.0,0.08,149.0,40.8,0.0,,,,,,,,,,,,,,,47.428062133944486,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.7,2.4,3.7,2.4
2024-10-09,30,T12_N1P2K0,230.0,,63.6,27.0,5.0,0.0,0.0,0.0,0.0,0.0,5.4,3500.0,71.0,40.0,1100.0,9.57,,7.7,31.0,14.0,3.0,18.0,0.15,,0.0,5.0,8.0,16,6.88,27.5,25.6,83.0,54.5,26.2,68.5,1.0,1.0,5.0,Si,0.083,545.0,Tomatoes,Quindio,4.2,2.4,4.2,2.4
2024-10-09,31,T26_N2P2K1,,,,,,2.0,0.323,210.0,70.0,0.0,,,,,,,,,,,,,,,66.84491978609626,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.4,2.4,5.4,2.4
2024-10-09,32,T26_N2P2K1,,,,,,3.0,0.324,175.0,80.0,0.0,,,,,,,,,,,,,,,55.70409982174688,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.9,2.4,5.9,2.4
2024-10-09,33,T26_N2P2K1,232.0,,59.1,23.0,4.0,1.0,0.198,226.0,70.6,0.0,5.5,3900.0,63.0,53.0,1300.0,11.42,,7.9,37.0,41.0,4.0,17.0,0.232,,71.93786605551311,5.0,7.0,15,6.84,28.0,26.0,77.0,53.3,26.3,66.1,1.0,1.0,5.0,Si,0.077,533.0,Tomatoes,Quindio,6.4,2.4,6.4,2.4
2024-10-09,34,T16_N1P1K2,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,7.6,2.4,7.6,2.4
2024-10-09,35,T16_N1P1K2,,,,,,3.0,0.429,195.0,70.3,0.0,,,,,,,,,,,,,,,62.070282658517954,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.1,2.4,8.1,2.4
2024-10-09,36,T16_N1P1K2,218.0,,61.6,24.0,6.0,4.0,0.667,235.0,60.9,0.0,5.5,4300.0,110.0,60.0,2100.0,12.86,,7.9,15.0,28.0,4.0,14.0,0.164,,74.8026483320601,3.0,5.0,10,6.72,20.7,23.2,53.0,46.7,25.1,67.8,1.0,1.0,5.0,Si,0.053,467.0,Tomatoes,Quindio,8.6,2.4,8.6,2.4
2024-10-09,37,T1_N0P0K0,196.0,,60.3,20.0,10.0,3.0,0.283,200.0,90.0,0.0,5.5,4000.0,130.0,65.0,1000.0,12.02,,7.3,38.0,23.0,4.0,45.0,0.215,,63.66182836771072,16.0,23.0,47,6.85,23.2,24.0,246.0,24.5,25.5,66.0,1.0,1.0,5.0,Si,0.246,245.0,Tomatoes,Quindio,8.6,3.6,8.6,3.6
2024-10-09,38,T1_N0P0K0,,,,,,2.0,0.322,210.0,70.0,0.0,,,,,,,,,,,,,,,66.84491978609626,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.1,3.6,8.1,3.6
2024-10-09,39,T1_N0P0K0,,,,,,3.0,0.358,160.0,60.4,0.0,,,,,,,,,,,,,,,50.92946269416858,,,,,,,,,,,,,,,,,Tomate ,Quindío,7.6,3.6,7.6,3.6
2024-10-09,40,T14_N1P0K2,208.0,,59.0,20.0,7.0,4.0,0.454,190.0,65.0,0.0,5.6,3500.0,150.0,46.0,1400.0,11.16,,7.6,9.0,21.0,2.0,9.0,0.095,,60.47873694932519,5.0,7.0,14,6.61,26.0,24.8,73.0,17.6,26.0,67.9,1.0,1.0,5.0,Si,0.073,176.0,Tomatoes,Quindio,6.4,3.6,6.4,3.6
2024-10-09,41,T14_N1P0K2,,,,,,2.0,0.263,195.0,65.0,0.0,,,,,,,,,,,,,,,62.070282658517954,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.9,3.6,5.9,3.6
2024-10-09,42,T14_N1P0K2,,,,,,2.0,0.283,200.0,90.0,0.0,,,,,,,,,,,,,,,63.66182836771072,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.4,3.6,5.4,3.6
2024-10-09,43,T7_N0P1K2,230.0,,57.2,15.0,5.0,5.0,0.822,215.0,60.7,0.0,5.5,3900.0,78.0,59.0,850.0,11.19,,7.2,51.0,33.0,5.0,70.0,0.369,,68.43646549528903,4.0,6.0,13,6.62,20.6,26.8,68.0,51.3,26.1,64.8,1.0,1.0,5.0,Si,0.068,513.0,Tomatoes,Quindio,4.2,3.6,4.2,3.6
2024-10-09,44,T7_N0P1K2,,,,,,4.0,0.563,220.0,68.0,0.0,,,,,,,,,,,,,,,70.0280112044818,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.7,3.6,3.7,3.6
2024-10-09,45,T7_N0P1K2,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.2,3.6,3.2,3.6
2024-10-09,46,T3_N0P2K0,229.0,,60.2,21.0,6.0,2.0,0.349,195.0,80.5,0.0,5.5,3400.0,66.0,44.0,710.0,8.4,,7.1,100.0,27.0,4.0,76.0,0.441,,62.070282658517954,12.0,17.0,35,6.66,25.6,26.0,181.0,41.1,26.4,65.0,1.0,1.0,5.0,Si,0.181,411.0,Tomatoes,Quindio,2.0,3.6,2.0,3.6
2024-10-09,47,T3_N0P2K0,,,,,,3.0,0.601,235.0,70.7,0.0,,,,,,,,,,,,,,,74.8026483320601,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.5,3.6,1.5,3.6
2024-10-09,48,T3_N0P2K0,,,,,,1.0,0.144,195.0,60.7,0.0,,,,,,,,,,,,,,,62.070282658517954,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.0,3.6,1.0,3.6
2024-10-09,49,T23_N2P0K2,,,,,,2.0,0.415,230.0,70.3,0.0,,,,,,,,,,,,,,,73.21110262286733,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.0,4.8,1.0,4.8
2024-10-09,50,T23_N2P0K2,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.5,4.8,1.5,4.8
2024-10-09,51,T23_N2P0K2,220.0,,61.2,24.0,6.0,3.0,0.468,220.0,70.0,0.0,5.3,3300.0,85.0,46.0,630.0,10.01,,7.1,10.0,26.0,3.0,9.0,0.113,,70.0280112044818,9.0,13.0,27,6.69,32.7,26.4,137.0,58.2,26.5,67.5,1.0,1.0,5.0,Si,0.137,582.0,Tomatoes,Quindio,2.0,4.8,2.0,4.8
2024-10-09,52,T21_N2P2K0,,,,,,2.0,0.274,210.0,65.0,0.0,,,,,,,,,,,,,,,66.84491978609626,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.2,4.8,3.2,4.8
2024-10-09,53,T21_N2P2K0,,,,,,1.0,0.143,210.0,65.0,0.0,,,,,,,,,,,,,,,66.84491978609626,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.7,4.8,3.7,4.8
2024-10-09,54,T21_N2P2K0,229.0,,55.5,29.0,9.0,1.0,0.343,210.0,70.4,0.0,5.3,3200.0,83.0,42.0,680.0,8.35,,7.3,11.0,23.0,2.0,11.0,0.103,,66.84491978609626,4.0,6.0,12,6.74,27.8,26.0,67.0,42.0,26.1,67.7,1.0,1.0,5.0,Si,0.067,420.0,Tomatoes,Quindio,4.2,4.8,4.2,4.8
2024-10-09,55,T5_N0P0K2,,,,,,5.0,0.7,217.5,65.0,0.0,,,,,,,,,,,,,,,69.2322383498854,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.4,4.8,5.4,4.8
2024-10-09,56,T5_N0P0K2,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.9,4.8,5.9,4.8
2024-10-09,57,T5_N0P0K2,119.0,,56.2,11.0,2.0,2.0,0.411,238.0,70.2,0.0,5.4,3600.0,44.0,45.0,1800.0,10.9,,6.9,53.0,5.0,2.0,48.0,0.195,,75.75757575757576,2.0,3.0,7,6.59,28.0,24.4,39.0,24.4,25.8,66.6,1.0,1.0,5.0,Si,0.039,244.0,Tomatoes,Quindio,6.4,4.8,6.4,4.8
2024-10-09,58,T30_BIO N2P2K2,,,,,,1.0,0.174,210.0,70.3,0.0,,,,,,,,,,,,,,,66.84491978609626,,,,,,,,,,,,,,,,,Tomate ,Quindío,7.6,4.8,7.6,4.8
2024-10-09,59,T30_BIO N2P2K2,,,,,,1.0,0.109,195.0,50.7,0.0,,,,,,,,,,,,,,,62.070282658517954,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.1,4.8,8.1,4.8
2024-10-09,60,T30_BIO N2P2K2,217.0,,58.8,25.0,8.0,2.0,0.418,215.0,70.1,0.0,5.3,3900.0,180.0,54.0,1000.0,12.35,,6.8,28.0,19.0,5.0,12.0,0.169,,68.43646549528903,16.0,23.0,46,6.88,33.4,23.6,233.0,24.5,25.2,69.5,1.0,1.0,5.0,Si,0.233,245.0,Tomatoes,Quindio,8.6,4.8,8.6,4.8
2024-10-09,61,T20_N2P1K0,224.0,,61.1,31.0,9.0,9.0,1.406,200.0,65.5,0.0,5.4,3600.0,83.0,46.0,1300.0,10.19,,7.1,23.0,26.0,2.0,16.0,0.151,,63.66182836771072,8.0,12.0,24,6.74,21.3,23.6,125.0,24.5,24.8,70.3,1.0,1.0,5.0,Si,0.125,245.0,Tomatoes,Quindio,8.6,6.0,8.6,6.0
2024-10-09,62,T20_N2P1K0,,,,,,1.0,0.176,210.0,70.5,0.0,,,,,,,,,,,,,,,66.84491978609626,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.1,6.0,8.1,6.0
2024-10-09,63,T20_N2P1K0,,,,,,5.0,0.727,190.0,65.0,0.0,,,,,,,,,,,,,,,60.47873694932519,,,,,,,,,,,,,,,,,Tomate ,Quindío,7.6,6.0,7.6,6.0
2024-10-09,64,T18_N1P2K2,212.0,,52.3,22.0,7.0,2.0,0.303,225.0,70.4,0.0,5.4,3500.0,120.0,52.0,1800.0,11.08,,6.7,100.0,66.0,5.0,170.0,0.523,,71.61955691367456,18.0,25.0,52,6.71,22.6,23.4,265.0,26.7,24.3,70.9,1.0,1.0,5.0,Si,0.265,267.0,Tomatoes,Quindio,6.4,6.0,6.4,6.0
2024-10-09,65,T18_N1P2K2,,,,,,3.0,0.438,195.0,64.0,0.0,,,,,,,,,,,,,,,62.070282658517954,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.9,6.0,5.9,6.0
2024-10-09,66,T18_N1P2K2,,,,,,1.0,0.045,145.0,40.3,0.0,,,,,,,,,,,,,,,46.154825566590276,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.4,6.0,5.4,6.0
2024-10-09,67,T29_BIO N1P1K1,229.0,,59.3,27.0,2.0,4.0,0.418,210.0,60.8,0.0,5.5,3800.0,140.0,55.0,1600.0,11.51,,7.4,17.0,18.0,3.0,110.0,0.117,,66.84491978609626,18.0,25.0,52,6.71,22.6,23.4,265.0,26.7,24.3,70.9,1.0,1.0,5.0,Si,0.265,267.0,Tomatoes,Quindio,4.2,6.0,4.2,6.0
2024-10-09,68,T29_BIO N1P1K1,,,,,,4.0,0.504,19.0,60.5,0.0,,,,,,,,,,,,,,,6.047873694932519,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.7,6.0,3.7,6.0
2024-10-09,69,T29_BIO N1P1K1,,,,,,3.0,0.419,205.0,70.2,0.0,,,,,,,,,,,,,,,65.25337407690348,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.2,6.0,3.2,6.0
2024-10-09,70,T25_N2P1K2,215.0,,56.4,22.0,4.0,4.0,0.689,220.0,70.0,0.0,5.3,3600.0,120.0,51.0,720.0,10.86,,6.5,59.0,23.0,3.0,21.0,0.28,,70.0280112044818,2.0,3.0,7,6.31,0.0,26.8,35.0,89.5,25.9,70.6,1.0,1.0,5.0,Si,0.035,895.0,Tomatoes,Quindio,2.0,6.0,2.0,6.0
2024-10-09,71,T25_N2P1K2,,,,,,4.0,0.739,23.5,70.2,0.0,,,,,,,,,,,,,,,7.48026483320601,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.5,6.0,1.5,6.0
2024-10-09,72,T25_N2P1K2,,,,,,3.0,0.555,220.0,70.5,0.0,,,,,,,,,,,,,,,70.0280112044818,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.0,6.0,1.0,6.0
2024-10-09,73,T19_N2P0K0,,,,,,3.0,0.435,240.0,70.0,0.0,,,,,,,,,,,,,,,76.39419404125286,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.0,7.2,1.0,7.2
2024-10-09,74,T19_N2P0K0,,,,,,1.0,0.151,232.0,70.6,0.0,,,,,,,,,,,,,,,73.84772090654444,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.5,7.2,1.5,7.2
2024-10-09,75,T19_N2P0K0,213.0,,58.0,32.0,6.0,3.0,0.463,236.0,70.2,0.0,5.4,3100.0,170.0,42.0,280.0,9.62,,7.3,44.0,14.0,3.0,42.0,0.188,,75.12095747389866,,,,,,,,,,,,,,,,,Tomate ,Quindío,2.0,7.2,2.0,7.2
2024-10-09,76,T2_N0P1K0,,,,,,3.0,0.318,220.0,70.2,0.0,,,,,,,,,,,,,,,70.0280112044818,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.2,7.2,3.2,7.2
2024-10-09,77,T2_N0P1K0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.7,7.2,3.7,7.2
2024-10-09,78,T2_N0P1K0,209.0,,49.6,31.0,5.0,4.0,0.473,191.3,60.5,0.0,5.4,3500.0,150.0,46.0,560.0,10.29,,6.8,98.0,57.0,9.0,90.0,0.511,,60.89253883371531,8.0,12.0,24,6.65,26.4,26.7,123.0,23.8,25.0,73.0,1.0,1.0,5.0,Si,0.123,238.0,Tomatoes,Quindio,4.2,7.2,4.2,7.2
2024-10-09,79,T6_N0P1K1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.4,7.2,5.4,7.2
2024-10-09,80,T6_N0P1K1,,,,,,4.0,0.477,203.0,70.3,0.0,,,,,,,,,,,,,,,64.61675579322639,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.9,7.2,5.9,7.2
2024-10-09,81,T6_N0P1K1,236.0,,54.6,26.0,10.0,4.0,0.566,204.0,70.0,0.0,5.5,3700.0,88.0,59.0,2400.0,11.45,,6.4,180.0,130.0,9.0,130.0,1.024,,64.93506493506493,5.0,7.0,14,6.79,22.3,23.2,72.0,26.7,24.5,71.0,1.0,1.0,5.0,Si,0.072,267.0,Tomatoes,Quindio,6.4,7.2,6.4,7.2
2024-10-09,82,T17_N1P2K1,,,,,,4.0,0.71,222.0,70.5,0.0,,,,,,,,,,,,,,,70.6646294881589,,,,,,,,,,,,,,,,,Tomate ,Quindío,7.6,7.2,7.6,7.2
2024-10-09,83,T17_N1P2K1,,,,,,3.0,0.514,225.0,70.6,0.0,,,,,,,,,,,,,,,71.61955691367456,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.1,7.2,8.1,7.2
2024-10-09,84,T17_N1P2K1,224.0,,50.7,28.0,8.0,0.0,0.0,0.0,0.0,0.0,5.5,4100.0,65.0,46.0,620.0,10.83,,7.4,160.0,50.0,13.0,120.0,0.697,,0.0,13.0,18.0,36,6.79,26.7,23.2,184.0,25.2,24.6,71.5,1.0,1.0,5.0,Si,0.184,252.0,Tomatoes,Quindio,8.6,7.2,8.6,7.2
2024-10-09,85,T11_N1P1K0,216.0,,52.2,24.0,7.0,2.0,0.233,180.0,70.4,0.0,5.3,3200.0,160.0,40.0,440.0,9.78,,6.9,70.0,14.0,5.0,43.0,0.279,,57.29564553093965,8.0,12.0,23,6.57,0.0,26.4,119.0,52.3,27.5,60.0,1.0,1.0,5.0,Si,0.119,523.0,Tomatoes,Quindio,8.6,8.4,8.6,8.4
2024-10-09,86,T11_N1P1K0,,,,,,2.0,0.18,185.0,60.5,0.0,,,,,,,,,,,,,,,58.88719124013242,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.1,8.4,8.1,8.4
2024-10-09,87,T11_N1P1K0,,,,,,6.0,0.576,175.0,55.15,0.0,,,,,,,,,,,,,,,55.70409982174688,,,,,,,,,,,,,,,,,Tomate ,Quindío,7.6,8.4,7.6,8.4
2024-10-09,88,T8_N0P2K1,235.0,,58.7,36.0,9.0,4.0,0.652,220.0,70.7,0.0,5.3,3700.0,100.0,45.0,1500.0,11.13,,7.3,53.0,40.0,5.0,51.0,0.284,,70.0280112044818,11.0,16.0,32,6.63,0.0,26.8,165.0,29.7,27.9,59.9,1.0,1.0,5.0,Si,0.165,297.0,Tomatoes,Quindio,6.4,8.4,6.4,8.4
2024-10-09,89,T8_N0P2K1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.9,8.4,5.9,8.4
2024-10-09,90,T8_N0P2K1,,,,,,4.0,0.591,222.0,70.5,0.0,,,,,,,,,,,,,,,70.6646294881589,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.4,8.4,5.4,8.4
2024-10-09,91,T9_N0P2K2,,,,,,3.0,0.396,225.0,70.5,0.0,,,,,,,,,,,,,,,71.61955691367456,8.0,11.0,23,6.67,0.0,27.2,116.0,43.1,27.9,64.2,1.0,1.0,5.0,Si,0.116,431.0,Tomatoes,Quindio,4.2,8.4,4.2,8.4
2024-10-09,92,T9_N0P2K2,,,,,,4.0,0.717,235.0,70.0,0.0,,,,,,,,,,,,,,,74.8026483320601,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.7,8.4,3.7,8.4
2024-10-09,93,T9_N0P2K2,,,,,,1.0,0.24,247.0,70.7,0.0,,,,,,,,,,,,,,,78.62235803412274,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.2,8.4,3.2,8.4
2024-10-09,94,T13_N1P0K1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,13.0,19.0,38,6.73,0.0,26.8,193.0,89.5,26.8,70.3,1.0,1.0,5.0,Si,0.193,895.0,Tomatoes,Quindio,2.0,8.4,2.0,8.4
2024-10-09,95,T13_N1P0K1,,,,,,5.0,0.693,107.75,60.5,0.0,,,,,,,,,,,,,,,34.29781003310415,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.5,8.4,1.5,8.4
2024-10-09,96,T13_N1P0K1,,,,,,2.0,0.235,190.0,60.2,0.0,,,,,,,,,,,,,,,60.47873694932519,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.0,8.4,1.0,8.4
2024-10-09,97,T26_N2P2K1,,,,,,1.0,0.251,250.0,60.9,0.0,,,,,,,,,,,,,,,79.5772854596384,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.0,9.6,1.0,9.6
2024-10-09,98,T26_N2P2K1,,,,,,4.0,0.564,225.0,70.4,0.0,,,,,,,,,,,,,,,71.61955691367456,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.5,9.6,1.5,9.6
2024-10-09,99,T26_N2P2K1,,,,,,3.0,0.361,203.0,70.5,0.0,,,,,,,,,,,,,,,64.61675579322639,10.0,14.0,28,6.64,0.0,26.8,147.0,79.2,27.4,70.9,1.0,1.0,5.0,Si,0.147,792.0,Tomatoes,Quindio,2.0,9.6,2.0,9.6
2024-10-09,100,T16_N1P1K2,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.2,9.6,3.2,9.6
2024-10-09,101,T16_N1P1K2,,,,,,2.0,0.365,230.0,70.5,0.0,,,,,,,,,,,,,,,73.21110262286733,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.7,9.6,3.7,9.6
